N_EXPEDIENT,CODI_DISTRICTE,DISTRICTE,CODI_BARRI,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_REGISTRE_GENERALITAT,NUMERO_PLACES,LONGITUD_X,LATITUD_Y
02-2008-0658,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,366,,,,,,,PR,3,HUTB-001304,6,2.1694618536093455,41.396162473433186
02-2008-0662,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,366,,,,,,,4,1,HUTB-001305,4,2.1694618536093455,41.396162473433186
06-2008-0232,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,EN,2,HUTB-001468,3,2.164017954347722,41.40653012838434
06-2008-0234,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,1,4,HUTB-001478,4,2.164017954347722,41.40653012838434
06-2008-0235,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,2,1,HUTB-001479,3,2.164017954347722,41.40653012838434
06-2008-0236,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,3,1,HUTB-001477,4,2.164017954347722,41.40653012838434
06-2008-0237,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,3,2,HUTB-001469,4,2.164017954347722,41.40653012838434
10-2008-0260,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,2,350,,,,,,,2,,HUTB-000765,7,2.1781110491812958,41.409255463213086
10-2008-0261,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,2,350,,,,,,,3,,HUTB-000766,7,2.1781110491812958,41.409255463213086
10-2019-0083,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Avinguda,MERIDIANA,1,21,,,,,,E,AT,2,HUTB-071561,,2.1854488462102344,41.391988433110626
02-2008-0681,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,VALENCIA,1,101,,,,,,,AT,1,HUTB-001311,6,2.1530105721571768,41.384067172754243
10-2008-0448,10,SANT MARTI,68,el Poblenou,Carrer,BAC DE RODA,1,63,,,,,,,5,3,HUTB-003913,6,2.2058152517106855,41.403265705994016
10-2008-0270,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,2,350,,,,,,,4,,HUTB-000767,7,2.1781110491812958,41.409255463213086
06-2008-0176,6,GRACIA,31,la Vila de Gràcia,Carrer,GRAN DE GRACIA,2,250,,,,,,,2,,HUTB-000659,10,2.1498460584692589,41.403400599258781
05-2008-0332,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Ronda,GENERAL MITRE,2,226,,,,,,,3,2,HUTB-000352,4,2.1463782188654537,41.403783853446654
10-2008-0271,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,2,350,,,,,,,5,,HUTB-000768,7,2.1781110491812958,41.409255463213086
10-2008-0272,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,2,350,,,,,,,AT,,HUTB-000769,5,2.1781110491812958,41.409255463213086
02-2008-0548,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,1,95,,,,,,,1,1,HUTB-003882,5,2.1792980116004976,41.393217531038395
02-2008-0549,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,1,95,,,,,,,1,2,HUTB-003883,5,2.1792980116004976,41.393217531038395
02-2008-0550,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,1,95,,,,,,,2,1,HUTB-003884,5,2.1792980116004976,41.393217531038395
02-2008-0551,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,1,95,,,,,,,2,2,HUTB-003885,5,2.1792980116004976,41.393217531038395
02-2008-0422,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,366,,,,,,,3,1,HUTB-001300,11,2.1694618536093455,41.396162473433186
07-2008-0185,7,HORTA-GUINARDÓ,33,el Baix Guinardó,Carrer,MARINA,2,366,,,,,,,2,,HUTB-000019,4,2.1685561217532863,41.406435115808428
07-2008-0186,7,HORTA-GUINARDÓ,33,el Baix Guinardó,Carrer,MARINA,2,366,,,,,,,1,,HUTB-000020,4,2.1685561217532863,41.406435115808428
10-2008-0384,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PELLAIRES,1,25,,,,,,,1,A,HUTB-002695,4,2.2091144965646796,41.402852459962048
10-2008-0386,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PELLAIRES,1,25,,,,,,,1,B,HUTB-002700,4,2.2091144965646796,41.402852459962048
10-2008-0387,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PELLAIRES,1,25,,,,,,,1,C,HUTB-002697,4,2.2091144965646796,41.402852459962048
10-2008-0388,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PELLAIRES,1,25,,,,,,,2,A,HUTB-002698,4,2.2091144965646796,41.402852459962048
10-2008-0389,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PELLAIRES,1,25,,,,,,,2,B,HUTB-002699,8,2.2091144965646796,41.402852459962048
05-2008-0141,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,CALVET,1,17,,,,,,,1,4,HUTB-002928,5,2.1429761566990275,41.392267415317789
02-2008-0552,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,1,95,,,,,,,3,1,HUTB-003886,5,2.1792980116004976,41.393217531038395
02-2008-0554,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,1,95,,,,,,,3,2,HUTB-003887,5,2.1792980116004976,41.393217531038395
02-2008-0555,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,1,95,,,,,,,4,1,HUTB-003888,5,2.1792980116004976,41.393217531038395
02-2008-0557,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,1,95,,,,,,,4,2,HUTB-003889,5,2.1792980116004976,41.393217531038395
02-2008-0559,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,1,95,,,,,,,5,1,HUTB-003890,5,2.1792980116004976,41.393217531038395
05-2008-0322,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,SAGUES,1,11,,13,,,,,EN,3,HUTB-002114,2,2.1440081021479909,41.392198263116526
05-2008-0323,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Passatge,MARIMON,1,11,,,,,,,3,2,HUTB-001121,7,2.1467381002725823,41.392740758968571
05-2008-0324,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Passatge,MARIMON,1,11,,,,,,,2,2,HUTB-001122,7,2.1467381002725823,41.392740758968571
06-2008-0207,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,INDUSTRIA,2,16,,,,,,,2,2,HUTB-000809,10,2.164617872656823,41.401009457499235
06-2008-0208,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,INDUSTRIA,2,16,,,,,,,7,1,HUTB-000810,7,2.164617872656823,41.401009457499235
06-2008-0209,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,INDUSTRIA,2,16,,,,,,,4,2,HUTB-000811,10,2.164617872656823,41.401009457499235
10-2008-0390,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PELLAIRES,1,25,,,,,,,2,C,HUTB-002696,8,2.2091144965646796,41.402852459962048
10-2008-0398,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,ALMOGAVERS,2,54,,,,,,,2,1,HUTB-003678,4,2.1840513891562789,41.391485046389086
02-2008-0591,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,87,,,,,,,5,2,,16,2.1589104112401674,41.389304097955709
06-2008-0187,6,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,BJ,1,HUTB-004048,6,2.1579518955357551,41.395942810983151
02-2008-0560,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,1,95,,,,,,,5,2,HUTB-003891,5,2.1792980116004976,41.393217531038395
02-2008-0562,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,283,,,,,,,PR,1,HUTB-003448,3,2.1602081590552302,41.386076729291055
02-2008-0563,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,283,,,,,,,PR,2,HUTB-003449,4,2.1602081590552302,41.386076729291055
02-2008-0565,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,283,,,,,,,1,1,HUTB-003450,3,2.1602081590552302,41.386076729291055
05-2008-0325,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,SAGUES,1,11,,13,,,,,3,2,HUTB-002115,2,2.1440081021479909,41.392198263116526
05-2008-0334,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Ronda,GENERAL MITRE,2,226,,,,,,,4,2,HUTB-000354,4,2.1463782188654537,41.403783853446654
06-2008-0163,6,GRACIA,31,la Vila de Gràcia,Carrer,FRANCISCO GINER,2,50,,,,,,,1,,HUTB-000229,7,2.1572774207236805,41.398011893002554
03-2008-0271,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,SALVA,2,78,,80,,,,,1,1,HUTB-002119,4,2.1637933036469681,41.369654453545898
03-2008-0272,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,SALVA,2,78,,80,,,,,1,3,HUTB-002120,6,2.1637933036469681,41.369654453545898
03-2008-0273,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,SALVA,2,78,,80,,,,,BJ,2,HUTB-002121,6,2.1637933036469681,41.369654453545898
06-2008-0188,6,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,BJ,2,HUTB-004049,7,2.1579518955357551,41.395942810983151
02-2008-0476,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,CALABRIA,2,160,,,,,,,3,4,HUTB-004114,12,2.1509208709755048,41.380256708319081
02-2008-0495,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,1,651,,,,,,,4,3,HUTB-003557,13,2.1714284754273621,41.391104519416402
10-2008-0311,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,MALLORCA,2,534,,,,,,,1,,HUTB-001066,7,2.1809645995514035,41.406485726703856
10-2008-0312,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,MALLORCA,2,534,,,,,,,3,,HUTB-001067,7,2.1809645995514035,41.406485726703856
06-2008-0138,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,NAPOLS,2,282,,284,,,,,1,4,HUTB-002428,8,2.1683069549282488,41.401238770638528
06-2008-0238,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,3,3,HUTB-001476,3,2.164017954347722,41.40653012838434
06-2008-0239,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,EN,1,HUTB-001470,4,2.164017954347722,41.40653012838434
06-2008-0240,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,EN,4,HUTB-001475,4,2.164017954347722,41.40653012838434
02-2008-0544,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,1,27,,,,,,,SA,,HUTB-042966,2,2.1693393106918442,41.389938080867438
02-2008-0690,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,TRAFALGAR,1,13,,,,,,,PR,,HUTB-001220,39,2.1738608635340446,41.38721082309079
02-2008-0649,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,1,419,,,,,,,6,1,HUTB-002062,10,2.1711617072338796,41.40282667377749
07-2008-0184,7,HORTA-GUINARDÓ,33,el Baix Guinardó,Carrer,MARINA,2,366,,,,,,,3,1,HUTB-000018,7,2.1685561217532863,41.406435115808428
02-2008-0470,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,2,38,,,,,,,1,1,HUTB-002279,29,2.1741340957351696,41.387878511666429
06-2008-0241,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,1,2,HUTB-001471,3,2.164017954347722,41.40653012838434
06-2008-0242,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,2,2,HUTB-001474,3,2.164017954347722,41.40653012838434
06-2008-0243,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,2,4,HUTB-001472,4,2.164017954347722,41.40653012838434
06-2008-0244,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,1,1,HUTB-001473,4,2.164017954347722,41.40653012838434
06-2008-0125,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,ROSSELLO,1,411,,,,,,,1,,HUTB-002061,5,2.1704092704124305,41.402265218767994
05-2008-0329,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Ronda,GENERAL MITRE,2,226,,,,,,,1,2,HUTB-000350,4,2.1463782188654537,41.403783853446654
05-2008-0330,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Ronda,GENERAL MITRE,2,226,,,,,,,2,2,HUTB-000351,4,2.1463782188654537,41.403783853446654
02-2008-0366,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BRUC,1,65,,,,,,,4,1,HUTB-004075,12,2.1689904261392661,41.391907142303467
01-2013-0670,1,CIUTAT VELLA,3,la Barceloneta,Carrer,SANT MIQUEL,2,58,,,,,,,PR,,HUTB-002225,3,2.1875676152278505,41.376870878395714
05-2008-0243,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,FRANCOLI,2,40,,,,,,,BJ,3,HUTB-000230,10,2.1452970327910164,41.401919151133889
10-2008-0378,10,SANT MARTI,71,Provençals del Poblenou,Carrer,BAC DE RODA,2,118,,,,,,,12,3,HUTB-003916,12,2.2022910414937882,41.406336372606752
10-2008-0380,10,SANT MARTI,71,Provençals del Poblenou,Carrer,BAC DE RODA,2,118,,,,,,,12,4,HUTB-003917,12,2.2022910414937882,41.406336372606752
06-2008-0251,6,GRACIA,31,la Vila de Gràcia,Carrer,VERDI,2,14,,,,,,,2,2,HUTB-001482,6,2.1563007975560282,41.401575186648266
03-2008-0367,3,SANTS-MONTJUÏC,11,el Poble Sec,Passeig,MONTJUIC,2,32,,,,,,,4,11,HUTB-002372,4,2.1700747764068331,41.370505787333762
05-2008-0320,5,SARRIA-SANT GERVASI,23,Sarrià,Carrer,CORNET I MAS,2,4,,,,,,,1,2,HUTB-003508,3,2.1222343211331096,41.396511487544103
02-2008-0530,2,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,516,,,,,,,3,2,HUTB-003638,8,2.1571965661222321,41.379749189283849
10-2008-0412,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,2,350,,,,,,,SA,,HUTB-000770,2,2.1781110491812958,41.409255463213086
10-2008-0413,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,CORSEGA,2,662,,,,,,,EN,2,HUTB-003523,5,2.1782470490009711,41.409598304504399
02-2008-0625,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,366,,,,,,,2,2,HUTB-001301,5,2.1694618536093455,41.396162473433186
02-2008-0627,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,366,,,,,,,2,1,HUTB-001302,5,2.1694618536093455,41.396162473433186
02-2008-0629,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,366,,,,,,,3,2,HUTB-001303,6,2.1694618536093455,41.396162473433186
06-2008-0189,6,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,1,1,HUTB-004050,5,2.1579518955357551,41.395942810983151
06-2008-0190,6,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,1,2,HUTB-004051,6,2.1579518955357551,41.395942810983151
06-2008-0191,6,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,1,3,HUTB-004052,4,2.1579518955357551,41.395942810983151
06-2008-0192,6,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,1,4,HUTB-004053,6,2.1579518955357551,41.395942810983151
06-2008-0193,6,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,2,1,HUTB-004054,5,2.1579518955357551,41.395942810983151
03-2008-0266,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,SALVA,2,78,,80,,,,,BJ,1,HUTB-002117,6,2.1637933036469681,41.369654453545898
03-2008-0267,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,SALVA,2,78,,80,,,,,1,2,HUTB-002118,4,2.1637933036469681,41.369654453545898
02-2008-0513,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,LLANÇA,1,25,,,,,,,1,1,HUTB-001011,7,2.145666292096533,41.377126822545797
06-2008-0194,6,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,2,2,HUTB-004055,6,2.1579518955357551,41.395942810983151
06-2008-0195,6,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,2,3,HUTB-004056,4,2.1579518955357551,41.395942810983151
06-2008-0196,6,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,2,4,HUTB-004057,6,2.1579518955357551,41.395942810983151
02-2008-1181,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,1,281,,,,,,,5,2,HUTB-003709,24,2.1649151091782244,41.391376117311978
02-2009-0159,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,1,373,,,,,,,1,2,HUTB-003740,4,2.1717249126389939,41.396525124917943
02-2009-0158,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,1,373,,,,,,,PR,2,HUTB-003739,4,2.1717249126389939,41.396525124917943
06-2008-0431,6,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,1,133,,,,,,,BJ,,HUTB-000591,4,2.1550495164571171,41.398546712876765
06-2008-0432,6,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,1,133,,,,,,,1,1,HUTB-000583,4,2.1550495164571171,41.398546712876765
06-2008-0433,6,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,1,133,,,,,,,1,2,HUTB-000590,7,2.1550495164571171,41.398546712876765
06-2008-0434,6,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,1,133,,,,,,,2,1,HUTB-000584,4,2.1550495164571171,41.398546712876765
06-2008-0435,6,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,1,133,,,,,,,2,2,HUTB-000589,7,2.1550495164571171,41.398546712876765
06-2008-0436,6,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,1,133,,,,,,,3,1,HUTB-000585,4,2.1550495164571171,41.398546712876765
02-2009-0076,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,11,,,,,,A,PR,2,HUTB-007563,4,2.1609514325348971,41.384347169884194
02-2008-1230,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,DIPUTACIO,1,197,,,,,,,AT,,HUTB-003213,4,2.1599644165179548,41.384186057044204
02-2008-1231,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,DIPUTACIO,1,197,,,,,,,5,1,HUTB-003211,4,2.1599644165179548,41.384186057044204
02-2008-1232,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,DIPUTACIO,1,197,,,,,,,5,2,HUTB-003212,6,2.1599644165179548,41.384186057044204
10-2008-0685,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passeig,TAULAT,1,231,,,,,,E,4,3,HUTB-001819,6,2.209328420127409,41.40159856415805
06-2008-0381,6,GRACIA,28,Vallcarca i els Penitents,Carrer,BOLIVAR,1,17,,,,,,,PR,1,HUTB-004040,8,2.1461471993303047,41.407675133959792
10-2008-0715,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDUSTRIA,2,198,,,,,,,5,2,HUTB-014728,7,2.1757969274213664,41.409440928644401
10-2008-0716,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDUSTRIA,2,198,,,,,,,1,1,HUTB-000806,7,2.1757969274213664,41.409440928644401
02-2009-0160,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,1,373,,,,,,,2,1,HUTB-003741,3,2.1717249126389939,41.396525124917943
06-2008-0437,6,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,1,133,,,,,,,3,2,HUTB-000588,7,2.1550495164571171,41.398546712876765
06-2008-0438,6,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,1,133,,,,,,,4,1,HUTB-000586,4,2.1550495164571171,41.398546712876765
06-2008-0439,6,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,1,133,,,,,,,4,2,HUTB-000587,7,2.1550495164571171,41.398546712876765
02-2008-0722,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,DIPUTACIO,1,135,,,,,,,3,1,HUTB-057120,9,2.1564274990467784,41.381526861914189
02-2008-1238,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,439,,,,,,,2,1,HUTB-003620,11,2.1522564299651861,41.376691822698611
02-2008-1233,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,1,307,,,,,,B,2,1,HUTB-003190,7,2.1690655038715363,41.391037658726503
02-2008-1239,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,439,,,,,,,2,2,HUTB-003619,11,2.1522564299651861,41.376691822698611
02-2008-1241,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,439,,,,,,,5,1,HUTB-006587,5,2.1522564299651861,41.376691822698611
02-2008-0919,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,1,97,,,,,,,2,4,HUTB-000373,6,2.1680881631957916,41.394295167430698
10-2009-0029,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,ALMOGAVERS,2,6,,,,,,,PR,4,HUTB-003677,5,2.1816429178906764,41.389704893140234
10-2009-0069,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PELLAIRES,1,25,,,,,,,BJ,A,HUTB-010216,8,2.2091144965646796,41.402852459962048
10-2008-0691,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,MARINA,1,23,,,,,,,4,2,HUTB-001123,15,2.1940626357827169,41.386291711533069
10-2008-0692,10,SANT MARTI,71,Provençals del Poblenou,Carrer,FLUVIA,1,109,,111,,,,C,6,2,HUTB-000209,9,2.2031331281340174,41.406751607372286
02-2008-1136,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,48,,,,,,,2,1,HUTB-001555,7,2.1593465905674796,41.380713075257184
02-2008-1137,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CASP,1,63,,,,,,,2,1,HUTB-003246,11,2.1750210138176338,41.391719514377456
02-2008-1138,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,DIPUTACIO,1,123,,125,,,,,3,2,HUTB-003225,8,2.1555778215734791,41.380884834168064
02-2008-1139,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,98,B,,,,,,2,2,HUTB-010616,6,2.1593281779668612,41.391629086975996
10-2008-0693,10,SANT MARTI,68,el Poblenou,Carrer,VIDAL I DE VALENCIANO,1,19,,,,,,,12,1,HUTB-001505,13,2.2065302341002546,41.397476185789294
02-2008-1140,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ALI BEI,1,29,,,,,,,3,1,HUTB-003662,6,2.1774631951912018,41.390151884485093
02-2008-1141,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ALI BEI,1,29,,,,,,,2,1,HUTB-003663,6,2.1774631951912018,41.390151884485093
02-2008-1142,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,CASP,2,190,,,,,,,6,1,HUTB-003275,10,2.1810211189641402,41.395950380591536
03-2008-0475,3,SANTS-MONTJUÏC,18,Sants,Carrer,RIEGO,1,39,,,,,,,BJ,1,HUTB-001651,5,2.1372237854278362,41.37519074465753
03-2008-0476,3,SANTS-MONTJUÏC,18,Sants,Carrer,RIEGO,1,39,,,,,,,BJ,2,HUTB-001652,6,2.1372237854278362,41.37519074465753
03-2008-0477,3,SANTS-MONTJUÏC,18,Sants,Carrer,RIEGO,1,39,,,,,,,2,1,HUTB-001653,4,2.1372237854278362,41.37519074465753
03-2008-0478,3,SANTS-MONTJUÏC,18,Sants,Carrer,RIEGO,1,39,,,,,,,2,2,HUTB-001654,4,2.1372237854278362,41.37519074465753
03-2008-0479,3,SANTS-MONTJUÏC,18,Sants,Carrer,RIEGO,1,39,,,,,,,2,3,HUTB-001655,4,2.1372237854278362,41.37519074465753
03-2008-0480,3,SANTS-MONTJUÏC,18,Sants,Carrer,RIEGO,1,39,,,,,,,3,1,HUTB-001656,4,2.1372237854278362,41.37519074465753
03-2008-0481,3,SANTS-MONTJUÏC,18,Sants,Carrer,RIEGO,1,39,,,,,,,3,2,HUTB-001657,4,2.1372237854278362,41.37519074465753
10-2008-0582,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,ARAGO,1,565,,,,,,,1,1,HUTB-003760,5,2.1837918329852717,41.405592927390167
10-2008-0583,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,ARAGO,1,565,,,,,,,1,2,HUTB-003761,5,2.1837918329852717,41.405592927390167
10-2008-0586,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,ARAGO,1,565,,,,,,,2,1,HUTB-003762,5,2.1837918329852717,41.405592927390167
10-2008-0587,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,ARAGO,1,565,,,,,,,2,2,HUTB-003763,5,2.1837918329852717,41.405592927390167
10-2008-0588,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,ARAGO,1,565,,,,,,,3,1,HUTB-003764,5,2.1837918329852717,41.405592927390167
10-2008-0589,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,ARAGO,1,565,,,,,,,3,2,HUTB-003765,5,2.1837918329852717,41.405592927390167
10-2008-0590,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,ARAGO,1,565,,,,,,,4,1,HUTB-003766,5,2.1837918329852717,41.405592927390167
